StreamID: 289
Parameters: FLOW_OUTcms, ORGN_OUTkg
Dates: 01/01/2001 - 12/31/2015



UTCoffset(sec)   Date(m/d/y)   FLOW_OUTcms   ORGN_OUTkg
1248739200       7/28/2009     399.9         646.2        
1248825600       7/29/2009     327.3         59.65        
1248912000       7/30/2009     297.6         8.644        
1248998400       7/31/2009     283.1         26.48        
1249084800       8/1/2009      312.3         339.1        
1249171200       8/2/2009      267.1         31.87        
1249257600       8/3/2009      243.2         4.303        
1249344000       8/4/2009      222.3         0.6252       
1249430400       8/5/2009      201.9         0.09289      
1249516800       8/6/2009      187.2         2.556        
1249603200       8/7/2009      192.7         66.64        
1249689600       8/8/2009      178.5         7.108        
1249776000       8/9/2009      165.0         0.9684       
1249862400       8/10/2009     165.4         13.34        
1249948800       8/11/2009     166.3         8.582        
1250035200       8/12/2009     157.2         0.9458       
1250121600       8/13/2009     184.3         124.7        
1250208000       8/14/2009     196.6         124.8        
1250294400       8/15/2009     183.1         13.45        
1250380800       8/16/2009     191.0         23.32        
1250467200       8/17/2009     178.8         2.614        
1250553600       8/18/2009     167.3         0.364        
1250640000       8/19/2009     158.9         0.05319      
1250726400       8/20/2009     146.8         0.0          
1250812800       8/21/2009     398.9         3287.0       
1250899200       8/22/2009     255.0         439.1        
1250985600       8/23/2009     231.9         90.52        
1251072000       8/24/2009     217.3         22.92        
1251158400       8/25/2009     213.9         21.8         
1251244800       8/26/2009     218.7         40.4         
1251331200       8/27/2009     256.0         317.7        
1251417600       8/28/2009     224.1         29.85        
1251504000       8/29/2009     207.9         4.123        
1251590400       8/30/2009     248.2         344.4        
1251676800       8/31/2009     213.5         31.7         
1251763200       9/1/2009      198.4         4.31         
1251849600       9/2/2009      186.5         0.6234       
1251936000       9/3/2009      196.2         47.92        
1252022400       9/4/2009      184.4         5.139        
1252108800       9/5/2009      239.4         282.6        
1252195200       9/6/2009      224.3         50.28        
1252281600       9/7/2009      219.5         6.826        
1252368000       9/8/2009      209.3         0.9499       
1252454400       9/9/2009      206.5         5.199        
1252540800       9/10/2009     205.7         10.67        
1252627200       9/11/2009     214.8         35.28        
1252713600       9/12/2009     230.3         38.08        
1252800000       9/13/2009     211.1         4.101        
1252886400       9/14/2009     223.5         77.33        
1252972800       9/15/2009     328.2         964.0        
1253059200       9/16/2009     355.9         598.2        
1253145600       9/17/2009     303.6         356.2        
1253232000       9/18/2009     280.8         42.98        
1253318400       9/19/2009     316.7         683.7        
1253404800       9/20/2009     295.4         287.1        
1253491200       9/21/2009     614.6         7448.0       
1253577600       9/22/2009     362.3         601.4        
1253664000       9/23/2009     316.8         110.2        
1253750400       9/24/2009     288.9         24.93        
1253836800       9/25/2009     283.7         246.7        
1253923200       9/26/2009     255.6         27.1         
1254009600       9/27/2009     232.2         4.052        
1254096000       9/28/2009     210.7         0.6772       
1254182400       9/29/2009     192.3         0.1283       
1254268800       9/30/2009     174.8         0.02797      
1254355200       10/1/2009     158.2         0.0          
1254441600       10/2/2009     143.6         0.0          
1254528000       10/3/2009     130.9         0.0          
1254614400       10/4/2009     149.8         257.1        
1254700800       10/5/2009     133.9         27.57        
1254787200       10/6/2009     127.0         3.797        
1254873600       10/7/2009     175.3         659.5        
1254960000       10/8/2009     155.4         65.71        
1255046400       10/9/2009     147.8         9.098        
1255132800       10/10/2009    178.6         423.6        
1255219200       10/11/2009    162.5         43.12        
1255305600       10/12/2009    154.1         5.875        
1255392000       10/13/2009    149.3         0.8566       
1255478400       10/14/2009    139.4         0.1262       
1255564800       10/15/2009    129.5         0.01872      
1255651200       10/16/2009    119.8         0.0          
1255737600       10/17/2009    233.1         2177.0       
1255824000       10/18/2009    174.5         186.3        
1255910400       10/19/2009    855.7         17540.0      
1255996800       10/20/2009    366.6         1298.0       
1256083200       10/21/2009    301.2         295.5        
1256169600       10/22/2009    278.2         79.07        
1256256000       10/23/2009    257.1         22.92        
1256342400       10/24/2009    236.9         7.056        
1256428800       10/25/2009    216.7         2.182        
1256515200       10/26/2009    197.0         0.6885       
1256601600       10/27/2009    178.4         0.2182       
1256688000       10/28/2009    161.1         0.06934      
1256774400       10/29/2009    145.6         0.02199      
1256860800       10/30/2009    131.9         0.0          
1256947200       10/31/2009    119.6         0.0          
1257033600       11/1/2009     107.9         0.0          
1257120000       11/2/2009     97.86         0.0          
1257206400       11/3/2009     90.77         0.0          
1257292800       11/4/2009     83.86         0.0          
1257379200       11/5/2009     77.4          0.0          
1257465600       11/6/2009     73.67         0.0          
1257552000       11/7/2009     67.96         0.0          
1257638400       11/8/2009     64.74         0.0          
1257724800       11/9/2009     61.13         0.0          
